Id,probability
1,0.4906926299027677
2,0.1453560253981295
3,0.04789261140722136
4,0.33255254783806076
5,0.09603408163575122
6,0.29300195591962963
7,0.10464102438443994
8,0.07294117172744578
9,0.0253324068747127
10,0.8930020239065933
11,0.036745133653447275
12,0.11254567737668117
13,0.02189922170038526
14,0.3886260689394203
15,0.29472501336023804
16,0.08859710929864746
17,0.09191197275692198
18,0.11895147891111603
19,0.4612317871377628
20,0.37998463838319024
21,0.05613193488002518
22,0.16395258156447734
23,0.021150529960910082
24,0.7722603498779935
25,0.3225314134077936
26,0.20603967713841628
27,0.1334324233014601
28,0.07778430681532987
29,0.17081182380135781
30,0.03250541138510231
31,0.43596591341628077
32,0.020336431646399627
33,0.06302478245461994
34,0.5308876921444277
35,0.4692492513886481
36,0.3364431610254305
37,0.20516499017427114
38,0.02854816767314677
39,0.04437856668957124
40,0.045978832391500454
41,0.49868085702144294
42,0.5944843288684076
43,0.5512584767728389
44,0.039237583910054885
45,0.3188255440267468
46,0.05335209033789355
47,0.06706516754893928
48,0.07637758511626297
49,0.05908707596908449
50,0.08261782451065189
51,0.11932060865078796
52,0.1980564636105504
53,0.019480549725632804
54,0.06128210556043187
55,0.10969204464443698
56,0.4425149366831069
57,0.04503320054839519
58,0.3071413203357056
59,0.7992568704072125
60,0.38318434355385456
61,0.10179966936142384
62,0.03498147747799461
63,0.030142046889116644
64,0.05296915071867024
65,0.04821009962660886
66,0.09477365338656193
67,0.06930184075067174
68,0.5443636116180733
69,0.06752952637483589
70,0.9386548750496252
71,0.26000373865800563
72,0.696456004066906
73,0.08887199899059946
74,0.5216842729475454
75,0.07265166807452361
76,0.2580918857422114
77,0.34241815304057105
78,0.12495501464149625
79,0.06255891441676838
80,0.04145464707943939
81,0.14434921161885297
82,0.14752295990807035
83,0.09708487638296574
84,0.10677684155849962
85,0.032606562764083954
86,0.024189308420383002
87,0.4971537684552256
88,0.02080404559301323
89,0.3762760248778084
90,0.21481903612182235
91,0.3800169060278166
92,0.05140710559402119
93,0.10966306568358522
94,0.11942739144440624
95,0.014182405471877067
96,0.22999044235532526
97,0.17331351281696084
98,0.3520601360330681
99,0.024490325278105175
100,0.05400136494046462
101,0.5242788918230328
102,0.30180485218698905
103,0.05510221215537007
104,0.4128013086540925
105,0.10882078928859232
106,0.1938021660431967
107,0.8227399326629329
108,0.050746362657366526
109,0.03567532588023189
110,0.08198458917195577
111,0.14514598894025488
112,0.05865267456749514
113,0.08931016095257628
114,0.601846134993982
115,0.1991298931685478
116,0.02996588336569375
117,0.017765185904922858
118,0.26519996786427036
119,0.017443534643136558
120,0.03504596159268291
121,0.07444853677327054
122,0.24424555640504628
123,0.021480362575084826
124,0.9285729033218529
125,0.042978483405857346
126,0.040747078187579416
127,0.0075322359173661205
128,0.03303071730464058
129,0.038779511061701764
130,0.21859499006855138
131,0.143244548352088
132,0.25244375053381113
133,0.0678841406882557
134,0.2549175418712613
135,0.49249724212442947
136,0.03533891990701379
137,0.6103763508677984
138,0.08151478376947581
139,0.027746436599545506
140,0.02410256049989725
141,0.02875973066740522
142,0.04799510644560816
143,0.02923318776901717
144,0.03293986144064428
145,0.7651677494758479
146,0.055669885919532064
147,0.023701967861718888
148,0.13263505599111883
149,0.024406070556133124
150,0.2997840851381155
151,0.027328401069240147
152,0.024379965709589016
153,0.07426051460654881
154,0.18678728423324598
155,0.03881950496810808
156,0.0364186283087183
157,0.21602622436884492
158,0.025466810628792955
159,0.30555640893343616
160,0.0321780027732908
161,0.036662163190754236
162,0.06685557023925447
163,0.17439794318576768
164,0.3868795211125559
165,0.01717386812713835
166,0.3204110098343221
167,0.9161609066084468
168,0.16006200372603993
169,0.33231991664002336
170,0.032487691649627636
171,0.022758958334760854
172,0.02257590227945044
173,0.0669797212624836
174,0.3992553980502382
175,0.07402689162982233
176,0.898696042618863
177,0.08078634580298197
178,0.2730881063274381
179,0.022342770311928686
180,0.04444302017272348
181,0.043889323636162075
182,0.034261297712368646
183,0.08931645119336792
184,0.07413243122460673
185,0.34161454385889795
186,0.19896041506323586
187,0.06244137873829336
188,0.2811499599994495
189,0.07380643501158476
190,0.09093468956713384
191,0.04995798838487848
192,0.1791093615578166
193,0.0618193270029316
194,0.7143246599122351
195,0.01821546844008144
196,0.23161516012446104
197,0.18251774003756555
198,0.021210038244439892
199,0.07067093313562778
200,0.06152533020413415
201,0.0539550633569882
202,0.1637660677673666
203,0.7865523813247743
204,0.42195068396044216
205,0.3047863329797541
206,0.06282050230225429
207,0.021389820195786585
208,0.006408793125441357
209,0.5306573185505581
210,0.0494827723680743
211,0.43042580013091597
212,0.1310605465340768
213,0.1586932946942424
214,0.020639126234032246
215,0.144553633647462
216,0.26557621917313523
217,0.0265132710459887
218,0.271375440976504
219,0.08120275559311552
220,0.008945106150466956
221,0.04328621759766373
222,0.019324946553522786
223,0.18890333903784653
224,0.14504056930991083
225,0.02154162235990273
226,0.3117638127898822
227,0.047206786278548865
228,0.6832619878985381
229,0.17222838898867432
230,0.35300314765729024
231,0.7144760587376775
232,0.0879545925367895
233,0.1530377750235716
234,0.18225225539687442
235,0.014169271207023423
236,0.4909465038399824
237,0.12788755175966557
238,0.050596974101233955
239,0.030878969663772664
240,0.06445079356739114
241,0.07976365204287289
242,0.11879142629775788
243,0.018570124974396356
244,0.13423184354886789
245,0.6911891963379372
246,0.05192417350913729
247,0.15092265087954757
248,0.012660587732173113
249,0.054744868237505885
250,0.6077365913525618
251,0.07259452201414915
252,0.8198537795995701
253,0.025142135928894745
254,0.4465315680947096
255,0.029849451162899155
256,0.02136445430721232
257,0.1841336303143928
258,0.16022340550319478
259,0.11690704361897455
260,0.35519259023114313
261,0.02319127264065999
262,0.10397879291289493
263,0.011945891296479735
264,0.3239359894643983
265,0.6382982596335176
266,0.05565397932745645
267,0.18668244597816866
268,0.31359087249933126
269,0.48744651585248
270,0.07450585217551177
271,0.09405382718842782
272,0.1368002829241433
273,0.052444691187553696
274,0.0634454808801852
275,0.02497461166305423
276,0.15080215239192843
277,0.183133943177273
278,0.025296219162578397
279,0.32537545920430583
280,0.2325492948166538
281,0.8041012645558379
282,0.28357825172517875
283,0.18486969866968322
284,0.24339897991869816
285,0.07699782912888946
286,0.04386626382534888
287,0.07362127159715316
288,0.27186550779092894
289,0.17177350484753914
290,0.5408594308651047
291,0.5647937761186695
292,0.01604951179893561
293,0.23810452998294757
294,0.04814527150031573
295,0.02159071291529438
296,0.16599433536814698
297,0.03830775100307757
298,0.35820644521316886
299,0.04686274037134006
300,0.10485691910860626
301,0.34110453520407563
302,0.04653811449029117
303,0.08090919914487131
304,0.0638244744938806
305,0.6190002568036225
306,0.12054338357882576
307,0.03266295548837118
308,0.7272476146914486
309,0.5823086514289344
310,0.05208993685581541
311,0.9509279892079384
312,0.023317200359516326
313,0.25111106462979454
314,0.20179798908567564
315,0.3459747218712209
316,0.17441320459022008
317,0.5272135587797712
318,0.035755561340515836
319,0.07675763094750598
320,0.42421121951616836
321,0.7080330174187511
322,0.05121310645769168
323,0.04027266306345939
324,0.019814850292843987
325,0.16254612638920327
326,0.05951637282614763
327,0.033223551530078166
328,0.19343960822560935
329,0.10699381239120537
330,0.12822293268869203
331,0.03870117805821247
332,0.06035100988838269
333,0.037838854125066525
334,0.32643674305791504
335,0.2399881194003498
336,0.223595996564341
337,0.08154499636195446
338,0.241391463207686
339,0.08008791870052398
340,0.04210927362092208
341,0.03655075422994153
342,0.0918555668343412
343,0.045527897095920304
344,0.4285721991432283
